x,y0,y1,y2,y3,y4,y5
30611,461,-53,-4422,58,-264,-4
30621,384,-36,-4278,1,-243,-13
30632,409,-20,-4285,-4,-225,-8
30642,386,-20,-4269,3,-219,-4
30652,391,-21,-4262,20,-227,0
30662,375,-7,-4251,40,-234,6
30673,375,-23,-4309,57,-230,10
30681,365,-25,-4302,61,-223,10
30691,359,-53,-4313,52,-214,8
30701,369,-37,-4304,34,-200,4
30712,360,-44,-4316,20,-169,-1
30722,346,-41,-4293,6,-144,-4
30732,329,-31,-4329,-7,-117,-4
30742,354,-46,-4324,-12,-90,-8
30750,339,-23,-4316,-19,-67,-9
30761,346,-31,-4305,2,-49,-11
30771,358,-10,-4283,32,-40,-8
30781,360,-28,-4288,53,-33,-5
30791,339,-22,-4317,62,-23,-2
30802,340,-34,-4328,63,-8,-6
30812,327,-27,-4302,50,6,-5
30822,348,-42,-4312,38,15,-10
30830,346,-14,-4305,32,18,-11
30841,345,-33,-4264,28,19,-13
30851,330,-21,-4302,24,21,-10
30861,324,-16,-4260,28,21,-11
30871,341,-31,-4276,34,22,-7
30882,348,-23,-4285,33,21,-8
30892,364,-37,-4243,41,23,-7
30902,345,-32,-4254,44,23,-8
30910,341,-33,-4279,41,24,-8
30920,335,-30,-4301,36,23,-12
30931,333,-42,-4299,27,25,-10
30941,353,-20,-4290,20,24,-12
30951,335,-10,-4281,20,22,-15
30961,346,-10,-4289,24,27,-11
30972,348,-13,-4288,32,30,-10
30982,358,-23,-4297,32,32,-10
30990,348,-38,-4264,34,31,-8
31000,359,-6,-4297,31,27,-13
31011,334,-48,-4293,30,22,-11
31021,354,-26,-4305,27,30,-10
31031,336,-27,-4316,22,43,-14
31041,341,-36,-4286,16,55,-18
31052,349,-32,-4304,19,67,-19
31062,339,-38,-4284,23,76,-20
31070,340,-1,-4310,30,80,-20
31080,341,-32,-4281,31,74,-22
31090,363,-29,-4291,41,72,-25
31101,354,-21,-4275,46,72,-31
31111,361,-21,-4303,53,84,-33
31121,354,-25,-4309,62,100,-42
31129,367,-50,-4329,76,118,-43
31140,333,-103,-4417,96,160,-58
31150,359,-214,-4441,130,240,-140
31160,379,-219,-4582,167,343,-294
31170,358,-415,-4705,237,603,-459
31181,410,-116,-5292,469,995,-651
31191,419,-254,-4908,612,1859,-618
31201,571,-50,-4779,635,2380,-599
31209,576,-91,-4550,650,2578,-558
31219,408,98,-4715,668,2717,-557
31230,756,-214,-4613,764,2926,-530
31240,794,-283,-4721,753,2990,-586
31250,847,-504,-4844,722,3112,-671
31260,940,-853,-4861,718,3270,-860
31271,1149,-1296,-4896,800,3591,-1201
31281,1181,-1611,-4835,958,4013,-1704
31291,1187,-1769,-4944,1182,4462,-2348
31299,1156,-1381,-5311,1433,4858,-3034
31310,1030,-1547,-5247,1652,5151,-3595
31320,1127,-1129,-5509,1981,5409,-4074
31330,1107,-1015,-5604,2275,5571,-4398
31340,1395,-840,-5297,2870,5772,-4576
31351,1921,-1101,-5385,3301,5939,-4452
31361,1639,-865,-5663,3845,5962,-4276
31371,661,-772,-5030,4305,5800,-4267
31379,701,257,-5491,4426,5543,-4183
31389,1122,-505,-4976,3716,5217,-4027
31400,-213,-442,-4233,3489,5005,-4161
31410,-1458,-22,-4156,3284,4339,-4528
31420,-2408,67,-4022,2931,3539,-4992
31430,-3487,253,-3798,2581,2622,-5479
31441,-4294,374,-3901,2205,1500,-5834
31449,-4646,470,-4023,1652,280,-5913
31459,-4558,311,-4456,981,-1068,-5544
31469,-4086,213,-4282,371,-2666,-4763
31480,-3132,-102,-3810,-98,-3749,-3868
31490,-2311,-233,-3539,-150,-4227,-3168
31500,-1709,-190,-3574,250,-4443,-2844
31510,-1154,224,-3941,866,-4680,-2872
31518,-719,718,-4337,1311,-4967,-3084
31529,-357,991,-4550,1445,-5243,-3315
31539,-33,1017,-4636,1451,-5481,-3461
31549,477,984,-4691,1543,-5677,-3533
31559,946,1072,-4892,1733,-5792,-3494
31570,1397,1194,-5055,1915,-5791,-3319
31580,1675,1195,-5198,1986,-5709,-3026
31590,1790,988,-5271,1914,-5572,-2550
31598,1883,697,-5257,1816,-5435,-1990
31609,1967,448,-5146,1801,-5275,-1451
31619,2176,346,-5030,1868,-5060,-1067
31629,2488,589,-4892,2036,-4764,-960
31639,2720,903,-4864,2205,-4385,-1150
31650,2733,1113,-4943,2344,-3976,-1571
31660,2721,1517,-5018,2588,-3751,-2190
31670,2858,2133,-4996,2774,-3709,-2912
31680,3135,2430,-4885,2663,-3636,-3632
31688,3192,2181,-4757,2275,-3542,-4218
31699,3189,1613,-4539,1895,-3261,-4590
31709,3216,1039,-4269,1720,-2933,-4790
31719,3306,760,-4301,1742,-2568,-4857
31729,3087,3304,-2296,309,-1359,-4688
31740,4310,484,-3921,-1669,-569,-4443
31748,3798,625,-3757,-1222,-197,-4255
31758,3778,2089,-3566,-208,262,-4011
31768,3816,2521,-3470,-336,706,-3573
31779,3935,2160,-3435,-890,1181,-2978
31789,4447,1861,-3584,-1410,1669,-2414
31799,2856,3174,-3260,-2717,1984,-2153
31809,4997,-757,-4917,-4461,1069,-2067
31820,5080,-1385,-4746,-3076,-74,-1664
31830,709,128,-4483,-1043,-694,-665
31838,380,146,-4560,-731,-570,-208
31848,194,243,-4240,-278,-352,-140
31858,415,79,-4400,152,-301,-66
31869,444,47,-4363,202,-249,-24
31879,384,34,-4243,193,-172,0
31889,385,-8,-4248,217,-174,12
31899,480,-32,-4237,205,-208,10
31910,453,-22,-4241,167,-253,2
31918,483,3,-4280,128,-306,-13
31928,486,-9,-4158,100,-323,-17
31938,388,16,-4266,102,-351,-10
31949,423,-14,-4329,102,-341,-2
31959,396,6,-4306,65,-304,-2
31969,395,-32,-4211,45,-279,-5
31979,381,-5,-4235,63,-291,0
31990,373,2,-4246,94,-315,4
31998,360,-6,-4287,115,-339,10
32008,343,-12,-4326,131,-322,15
32018,346,9,-4335,136,-283,18
32028,344,-28,-4321,131,-242,16
32039,345,-6,-4315,105,-204,11
32049,349,-32,-4329,71,-165,1
32059,357,-32,-4294,44,-139,-3
32067,345,-18,-4303,26,-124,-4
32078,339,-13,-4310,16,-102,-6
32088,324,-13,-4306,12,-81,-5
32098,340,5,-4304,21,-63,-4
32108,350,-16,-4284,27,-42,-5
32119,320,-20,-4314,36,-26,-5
32129,319,-20,-4302,47,-13,-3
32139,344,-29,-4313,51,1,-2
32147,316,-10,-4298,60,16,-6
32157,341,-15,-4295,63,42,-3
32168,344,-6,-4281,53,50,-5
32178,327,-15,-4290,42,45,-7
32188,336,-17,-4284,36,51,-12
32198,325,3,-4285,34,50,-15
32209,342,-30,-4291,41,50,-14
32217,340,-20,-4256,48,53,-13
32227,337,-31,-4291,47,54,-14
32237,345,-19,-4301,46,53,-15
32248,324,-41,-4305,38,59,-17
32258,343,-5,-4272,24,67,-21
32268,330,-13,-4255,15,71,-22
32278,335,-13,-4269,17,69,-23
32286,332,-18,-4290,20,75,-25
32297,339,-28,-4278,23,87,-26
32307,356,-8,-4284,20,89,-27
32317,334,-30,-4270,22,79,-29
32327,339,-28,-4267,24,67,-30
32338,357,3,-4261,27,57,-31
32348,380,-24,-4269,33,49,-33
32358,365,-4,-4281,38,43,-38
32368,342,-33,-4317,60,47,-34
32377,365,-27,-4327,67,57,-34
32387,356,-35,-4316,70,72,-41
32397,350,-80,-4360,68,97,-67
32407,360,-82,-4321,58,129,-121
32418,378,-44,-4358,44,163,-179
32428,357,-133,-4327,27,194,-218
32438,363,-70,-4336,27,239,-262
32448,377,-93,-4321,47,308,-307
32456,376,-153,-4361,85,360,-348
32467,397,-107,-4446,147,455,-405
32477,432,83,-4735,246,652,-422
32487,426,-13,-4563,331,1060,-348
32497,479,-34,-4703,416,1360,-325
32508,507,-39,-4771,501,1685,-298
32518,547,-28,-4989,577,2049,-248
32528,556,-92,-5077,647,2442,-208
32536,759,-443,-5165,823,3077,-242
32547,891,-592,-5202,813,3592,-433
32557,898,-432,-5468,888,4060,-666
32567,1020,-703,-5618,1002,4566,-856
32577,1212,-1077,-5405,1173,5110,-1138
32588,1259,-1301,-5493,1378,5809,-1561
32598,1193,-1418,-5605,1617,6539,-2114
32608,1058,-1040,-5971,1723,7166,-2645
32616,1233,-1200,-6130,1735,7584,-2944
32626,1385,-934,-6679,2106,7942,-3123
32637,1484,-1411,-5892,2888,8218,-3093
32647,1634,-933,-6200,3877,8389,-3089
32657,1234,-529,-5952,4464,8220,-3111
32667,951,-601,-6075,4950,7923,-3065
32676,2090,-501,-5897,5030,7296,-3113
32686,1485,-204,-5118,4882,7183,-3129
32696,300,-60,-4515,4654,6848,-3277
32706,-1504,528,-4214,4451,6218,-3574
32717,-3022,1293,-3991,3935,5192,-4042
32727,-3972,1788,-3866,2953,4112,-4538
32737,-4023,1498,-4024,1688,2888,-4814
32747,-4698,1216,-4828,582,1036,-4492
32758,-3928,1213,-4339,-356,-865,-3633
32766,-3174,866,-3829,-1327,-2020,-2554
32776,-2693,331,-3449,-1848,-2692,-1576
32786,-2345,157,-3493,-1734,-3299,-877
32796,-1922,760,-3856,-1367,-3940,-489
32807,-1495,1067,-3955,-1406,-4585,-413
32817,-1067,894,-3950,-1668,-5177,-643
32827,-644,617,-3901,-1696,-5695,-1128
32837,-232,435,-4003,-1474,-6114,-1740
32846,45,394,-4149,-1152,-6413,-2265
32856,137,378,-4432,-842,-6597,-2496
32866,274,340,-4717,-542,-6699,-2380
32876,533,290,-5011,-264,-6782,-2016
32887,855,240,-5207,-24,-6831,-1580
32897,1088,56,-5370,165,-6813,-1176
32907,1228,-78,-5462,348,-6743,-846
32915,1278,-153,-5640,562,-6635,-568
32925,1292,-245,-5810,744,-6529,-294
32936,1344,-341,-5916,889,-6465,-10
32946,1417,-399,-5931,1030,-6435,293
32956,1555,-318,-5883,1145,-6403,626
32966,1755,-257,-5767,1220,-6296,960
32977,1917,-163,-5654,1347,-6073,1213
32987,2098,-8,-5584,1520,-5743,1312
32995,2261,94,-5511,1635,-5321,1280
33005,2444,91,-5432,1639,-4808,1153
33016,2811,-73,-5331,1601,-4211,924
33026,3122,-220,-5169,1652,-3624,597
33036,3478,-287,-5103,1751,-3111,198
33046,4097,-47,-5415,1792,-2695,-195
33057,4252,703,-4117,1270,-2063,-488
33067,4334,-419,-4425,415,-1680,-656
33075,4512,-590,-4238,492,-1643,-742
33085,4819,71,-3965,938,-1577,-738
33095,5001,263,-3447,809,-1300,-572
33106,5415,49,-3208,445,-771,-180
33116,5637,-95,-3402,302,-149,408
33126,6019,189,-3441,206,379,1044
33134,6243,332,-3281,-264,807,1590
33147,6962,383,-2903,-972,1171,1998
33155,7342,89,-2378,-1861,1656,2162
33165,8336,-445,-1693,-2669,2528,1999
33175,8337,-675,-1976,-2901,3893,1497
33186,1354,323,-6178,-2131,5783,1140
33196,275,2278,-8150,-1626,6364,1325
33206,-2372,-586,-2528,133,143,338
33216,524,-191,-5132,430,-926,-60
33227,162,76,-4303,223,-453,3
33235,300,-9,-4181,219,-362,6
33245,382,22,-4259,253,-438,23
33255,397,-53,-4314,278,-421,33
33265,508,-60,-4277,210,-398,31
33276,367,-46,-4325,177,-377,38
33286,361,-33,-4367,175,-331,33
33296,352,-37,-4338,198,-272,34
33304,338,-37,-4333,220,-226,35
33315,326,-77,-4315,229,-200,38
33325,343,-87,-4313,216,-168,33
33335,326,-62,-4295,192,-142,25
33345,320,-65,-4298,169,-130,18
33356,338,-59,-4341,161,-117,14
33366,307,-76,-4312,160,-86,11
33374,309,-76,-4303,163,-56,10
33384,319,-55,-4308,147,-35,9
33394,289,-91,-4324,126,-19,6
33405,303,-60,-4311,113,-1,6
33415,328,-89,-4296,108,12,4
33425,307,-78,-4312,100,25,-2
33435,310,-82,-4285,94,31,0
33446,325,-70,-4289,97,22,-3
33454,317,-83,-4293,105,26,-4
33464,314,-76,-4265,106,33,-3
33474,320,-83,-4322,103,39,-5
33485,317,-91,-4289,90,47,-10
33495,333,-82,-4320,76,53,-12
33505,328,-98,-4287,61,52,-17
33515,316,-99,-4287,52,52,-21
33523,327,-101,-4289,50,55,-23
33534,312,-98,-4292,49,54,-25
33544,301,-83,-4292,52,56,-25
33554,332,-88,-4312,60,62,-26
33564,328,-81,-4297,58,71,-29
33575,316,-81,-4328,53,84,-33
33585,318,-94,-4315,47,104,-40
33595,347,-92,-4332,30,121,-45
33605,314,-111,-4301,21,133,-53
33614,328,-136,-4325,9,158,-70
33624,343,-147,-4337,6,182,-105
33634,373,-147,-4295,17,209,-170
33644,359,-105,-4285,30,237,-230
33655,346,-120,-4288,55,257,-253
33665,375,-124,-4356,108,282,-269
33675,373,-80,-4405,195,356,-282
33685,370,-78,-4451,271,467,-268
33693,377,-95,-4513,348,617,-239
33704,404,-40,-4711,385,829,-219
33714,402,-179,-4617,376,1228,-179
33724,490,-120,-4557,397,1584,-179
33734,462,-42,-4591,409,1852,-184
33745,515,-36,-4600,427,2092,-135
33755,611,-124,-4670,521,2366,-72
33765,640,-106,-4690,535,2628,-52
33773,769,-208,-4782,526,2915,-42
33784,846,-192,-4849,531,3205,-60
33794,859,-191,-4903,580,3494,-57
33804,976,-276,-4987,620,3860,-61
33814,1024,-250,-5418,634,4283,-94
33825,1203,-442,-5570,513,4786,-133
33833,1190,-456,-5584,452,5330,-190
33843,1296,-513,-5951,410,6079,-263
33853,1418,-818,-6229,392,7083,-367
33863,1444,-654,-6721,250,8102,-551
33874,1653,-336,-7242,114,8994,-660
33884,2267,-101,-8055,-8,9817,-639
33894,1746,-484,-7160,528,10532,-439
33904,2898,-303,-7948,1046,11016,-313
33915,2688,317,-8499,1390,11190,-229
33923,3238,-378,-8720,1133,10924,-244
33933,2244,-863,-8072,1106,10840,-153
33943,1194,-394,-8057,1620,10644,-282
33954,-154,310,-7166,1446,10590,-504
33964,-4533,1239,-5686,454,10541,-699
33974,-5622,1269,-1414,-1342,9345,-1416
33984,-6382,-638,-7284,-3429,4527,-2529
33992,-4864,-543,-4383,-3004,-405,-3369
34003,-3267,-573,-2507,-2256,-2145,-3978
34013,-3073,-730,-2792,-2079,-1826,-3892
34023,-4055,-1189,-3213,-1962,-2013,-3355
34033,-3867,-1134,-3653,-1858,-3373,-2582
34044,-3170,-996,-3422,-1875,-4734,-1578
34054,-2547,-1425,-3325,-2031,-5543,-513
34064,-2119,-1711,-3197,-1926,-6089,357
34074,-1657,-1539,-3254,-1519,-6631,893
34083,-1213,-1283,-3366,-1069,-7103,1129
34093,-854,-1127,-3611,-733,-7418,1142
34103,-603,-1020,-3863,-425,-7679,1004
34113,-219,-918,-4167,-104,-7967,779
34124,268,-811,-4442,239,-8248,520
34134,813,-717,-4761,584,-8473,283
34144,1191,-686,-5123,880,-8605,148
34154,1378,-704,-5472,1079,-8685,201
34162,1545,-787,-5767,1181,-8703,438
34173,1723,-921,-6034,1246,-8641,738
34183,1839,-1090,-6308,1342,-8533,964
34193,1961,-1202,-6617,1525,-8454,1079
34203,2181,-1267,-6915,1731,-8399,1115
34214,2647,-1303,-7000,1939,-8293,1141
34224,3465,-1226,-6821,2181,-7986,1140
34232,4284,-1096,-6545,2451,-7304,1078
34242,4820,-897,-6330,2769,-6307,927
34253,5333,-729,-6281,3136,-5236,659
34263,5939,-681,-6278,3367,-4361,445
34273,6568,-576,-6210,3465,-3748,537
34283,13162,3113,-13844,3595,-3486,951
34294,7153,1278,-3797,1365,-2220,1651
34302,9975,353,-3959,165,-2496,2455
34312,10487,590,-2696,411,-2148,2830
34322,11506,1659,-1751,627,-1269,2850
34332,11908,1880,-1432,28,83,2554
34343,11752,2052,-1129,-782,1599,2059
34353,11042,1971,-589,-1675,3103,1316
34363,12544,998,-1134,-2661,4722,380
34373,2277,-5965,-2112,-5922,6275,-841
34384,2653,1384,-6047,-8562,-529,-621
34392,260,523,-4100,-872,-2065,-546
34402,153,-28,-4778,48,-1049,-138
34412,281,241,-4288,-95,-473,-22
34423,341,-43,-4298,163,-313,27
34433,328,130,-4151,130,-306,30
34443,397,52,-4258,313,-354,70
34451,330,-95,-4336,376,-368,96
34461,337,-26,-4316,265,-339,62
34472,294,-53,-4354,214,-314,47
34482,297,-36,-4390,190,-271,35
34492,284,-51,-4359,175,-217,26
34502,295,-61,-4312,160,-148,17
34513,282,-36,-4338,138,-117,14
34523,258,-55,-4310,123,-93,12
34533,275,-69,-4363,107,-52,8
34541,273,-45,-4312,84,-16,-1
34552,247,-45,-4322,65,3,-5
34562,253,-37,-4336,61,18,-5
34572,264,-45,-4272,67,43,-3
34582,253,-50,-4291,75,58,-3
34593,274,-56,-4336,86,63,-1
34603,268,-54,-4279,86,69,-4
34613,270,-34,-4296,85,69,-2
34621,268,-54,-4292,76,66,-6
34631,273,-51,-4286,60,62,-12
34642,274,-45,-4310,48,62,-17
34652,276,-53,-4275,38,63,-19
34662,265,-54,-4293,36,72,-20
34672,294,-50,-4284,29,79,-22
34683,289,-38,-4293,26,84,-25
34691,274,-61,-4296,27,85,-26
34701,281,-65,-4304,22,86,-28
34711,298,-33,-4264,17,84,-27
34722,272,-49,-4264,13,81,-32
34732,282,-42,-4307,13,80,-34
34742,292,-57,-4295,26,80,-35
34752,305,-39,-4296,39,92,-35
34763,296,-59,-4310,52,108,-39
34771,303,-54,-4325,54,122,-44
34781,308,-76,-4330,62,135,-59
34791,289,-71,-4340,74,169,-79
34801,303,-100,-4372,105,218,-111
34812,278,-76,-4414,145,276,-145
34822,305,-63,-4446,237,388,-164
34832,333,-59,-4406,368,549,-173
34842,343,-38,-4461,466,720,-188
34851,363,-13,-4691,490,927,-168
34861,374,-137,-4612,459,1315,-111
34871,428,-101,-4569,468,1664,-113
34881,443,-49,-4521,447,1857,-131
34892,504,-44,-4530,402,1993,-96
34902,568,-162,-4480,454,2159,-47
34910,605,-82,-4476,457,2286,-40
34920,648,-93,-4554,459,2432,-21
34930,722,-133,-4655,466,2599,0
34941,771,-172,-4817,491,2813,14
34951,863,-209,-4871,518,3120,6
34961,929,-232,-4928,531,3452,-20
34971,915,-18,-5188,490,3811,-56
34982,1087,-242,-5118,362,4153,-61
34992,1066,-141,-5291,318,4504,-76
35000,1079,-222,-5345,281,5041,-65
35010,1325,-436,-5751,215,5703,-74
35021,1403,-472,-6184,101,6553,-121
35031,1557,-494,-6197,-176,7477,-251
35041,1811,-236,-7215,-246,8332,-383
35051,2189,-260,-7291,-482,9160,-449
35062,1765,-550,-6992,-354,10006,-390
35070,2768,-273,-8037,134,10635,-343
35080,2644,-843,-7743,543,11084,-243
35090,2820,474,-9146,658,11206,-334
35100,3630,-309,-8800,-404,11156,-442
35111,2093,-1458,-8475,-1093,11158,-562
35121,827,-1344,-7744,-1080,11030,-793
35131,-340,-1020,-6822,-1189,11092,-1052
35141,-3079,-472,-5274,-1739,11321,-1274
35152,-9851,-723,-931,-2656,10883,-1478
35160,-7374,-2467,-6609,-3160,6461,-1847
35170,-7110,-1979,-6525,-1783,115,-1762
35180,-5494,-427,-3717,-443,-4144,-1552
35191,-2540,-534,-3089,-932,-5397,-1035
35201,-1996,-1070,-2609,-1490,-4784,-412
35211,-2620,-1395,-2965,-1592,-4758,27
35221,-2396,-982,-3548,-1274,-5778,203
35232,-1833,-511,-3735,-1129,-6971,297
35240,-1107,-584,-3721,-1353,-7784,403
35250,-696,-893,-3603,-1546,-8269,484
35260,-425,-890,-3558,-1370,-8690,508
35270,43,-696,-3858,-1006,-9022,477
35281,415,-635,-4197,-763,-9154,364
35291,855,-746,-4515,-571,-9215,128
35301,1365,-848,-4786,-274,-9309,-171
35311,1706,-941,-5043,79,-9336,-363
35320,1981,-1096,-5161,385,-9254,-297
35330,2253,-1370,-5257,723,-9050,-6
35340,2429,-1604,-5313,1218,-8664,412
35350,2546,-1563,-5555,1772,-8131,805
35361,2512,-1446,-5988,2259,-7543,1127
35371,2417,-1384,-6483,2636,-7136,1358
35379,2552,-1151,-6726,2957,-7049,1544
35389,2895,-736,-6783,3069,-7023,1744
35399,3167,-559,-6579,2887,-6760,2014
35410,3521,-512,-6506,2664,-6277,2282
35420,3841,-169,-6541,2687,-5736,2491
35430,4371,366,-6667,2785,-5264,2553
35440,5193,922,-6503,2669,-4886,2468
35451,6157,4689,-569,329,-3174,2307
35459,8354,321,-3978,-2012,-2205,1997
35469,8832,-689,-3762,-1656,-1905,1438
35479,9290,105,-3231,143,-1541,876
35490,9416,766,-2707,706,-966,456
35500,9522,818,-2582,513,-175,312
35510,9472,956,-2562,273,667,289
35520,9154,963,-2487,-95,1409,224
35531,8551,928,-2100,-738,2187,52
35541,8488,964,-1942,-1377,3116,-88
35549,9160,752,-3127,-2040,4449,-102
35559,2066,-579,-7919,-6947,2874,-564
35569,463,197,-4771,-2318,-1857,-497
35580,-12,46,-4204,-333,-1593,-342
35590,357,211,-4598,213,-1095,-101
35600,407,194,-4398,178,-695,-20
35608,367,-7,-4341,262,-467,37
35621,385,68,-4271,237,-383,40
35629,390,-24,-4301,301,-361,55
35639,369,-35,-4310,302,-313,60
35649,371,-37,-4346,243,-271,53
35660,351,-42,-4318,168,-240,42
35670,321,-29,-4332,90,-220,30
35680,325,-12,-4313,52,-192,19
35690,314,14,-4302,65,-164,11
35698,326,-29,-4279,94,-145,14
35709,310,-37,-4341,105,-114,17
35719,307,-45,-4334,81,-74,10
35729,315,-40,-4306,41,-39,0
35739,309,-44,-4301,19,-18,-2
35750,306,-34,-4312,10,1,-2
35760,301,-14,-4301,19,27,-4
35770,303,-18,-4316,34,49,-2
35778,312,-25,-4298,52,74,-2
35789,314,-29,-4300,58,96,-3
35799,302,-23,-4303,58,117,-7
35809,296,-13,-4310,68,130,-7
35819,316,-29,-4306,68,141,-3
35830,327,-38,-4320,70,155,-5
35840,325,-23,-4330,58,176,-10
35850,306,-44,-4335,42,201,-14
35858,306,-28,-4310,23,221,-24
35868,316,-49,-4311,10,231,-28
35879,340,-20,-4297,7,256,-40
35889,328,-58,-4348,14,275,-53
35899,356,-76,-4308,45,304,-72
35909,398,-27,-4305,65,342,-94
35920,360,-37,-4296,104,387,-99
35930,416,-56,-4302,122,424,-97
35938,401,-62,-4348,133,478,-118
35948,412,-50,-4372,149,518,-138
35959,433,-23,-4426,145,599,-156
35969,423,-75,-4385,103,757,-149
35979,473,-45,-4398,95,880,-160
35989,444,-63,-4484,104,998,-166
36000,468,-28,-4544,130,1175,-173
36008,514,-7,-4590,151,1357,-148
36018,335,102,-4741,171,1578,-135
36028,602,-19,-4545,238,1912,-83
36038,666,-42,-4542,227,2066,-72
36049,666,-39,-4600,194,2226,-61
36059,758,-126,-4644,153,2429,-60
36069,803,-141,-4805,95,2666,-92
36079,921,-161,-4802,12,2966,-128
36088,933,-120,-4836,-40,3281,-184
36098,1006,-105,-5085,-8,3620,-213
36108,1085,-98,-5366,94,4002,-229
36118,1180,-190,-5517,210,4473,-242
36129,1286,-348,-5758,285,5178,-284
36139,1316,-400,-5991,218,5980,-377
36149,1464,-326,-6531,47,6898,-505
36157,1603,-753,-7194,-297,7950,-610
36167,1953,-1200,-7121,-507,9046,-810
36178,1822,-995,-7491,-370,10105,-1119
36188,2095,-652,-6968,-237,10875,-1401
36198,3131,-118,-9494,457,11326,-1447
36208,2948,1862,-10508,128,11182,-1531
36219,2887,-96,-9666,-2012,10882,-1389
36229,1791,-1329,-8161,-3166,11094,-1383
36237,874,-2435,-7614,-3104,11246,-1522
36247,-541,-3016,-6423,-2207,11314,-1733
36258,-5164,-2960,-3487,-925,11440,-2179
36268,-7342,-2824,-16,252,10253,-2983
36278,-5457,-3030,-8207,1707,5763,-3236
36288,-6508,422,-6471,2542,592,-2762
36299,-4893,930,-4705,492,-2659,-1393
36309,-3244,-1027,-2995,-2248,-3624,299
36317,-3066,-2943,-1667,-2820,-3465,1550
36327,-2911,-2702,-2293,-1268,-3851,2112
36337,-2753,-1146,-3301,379,-4806,2173
36348,-2189,573,-3959,662,-5874,2073
36358,-1589,524,-3843,-329,-6699,1906
36368,-1096,-320,-3483,-1153,-7310,1511
36378,-730,-622,-3338,-968,-7866,842
36389,-300,-262,-3611,-238,-8360,72
36397,40,138,-3961,283,-8632,-555
36407,290,138,-4206,492,-8737,-937
36417,544,16,-4492,724,-8814,-1121
36428,896,-1,-4970,1107,-8932,-1168
36438,1185,113,-5361,1454,-9035,-1062
36448,1385,-6,-5657,1621,-9062,-807
36456,1913,2047,-6235,1710,-8994,-456
36469,1803,-1834,-5236,824,-8686,495
36477,1789,-2079,-5962,1575,-8652,733
36487,1837,-180,-6822,3179,-8558,756
36497,2159,227,-7335,3187,-8248,1004
36507,2646,-341,-7022,2819,-7894,1318
36518,3454,-300,-6667,3123,-7505,1422
36528,4199,146,-6596,3702,-6787,1263
36538,4629,285,-6633,3949,-5688,986
36546,4943,-139,-6743,3845,-4516,825
36557,5405,-508,-6595,3662,-3567,880
36567,5851,-809,-6385,3579,-2829,1102
36577,6707,-47,-6226,3277,-2175,1363
36587,5945,-1179,-5501,2950,-2057,1533
36598,7009,34,-5414,3610,-3050,1583
36608,7866,1780,-4297,3755,-3798,1462
36618,8567,2460,-2889,2808,-3751,1410
36626,9500,2194,-2497,1700,-2885,1460
36636,9961,2022,-2137,898,-1528,1527
36647,9884,2003,-1943,-52,65,1547
36657,9960,2258,-1752,-1247,1736,1470
36667,9637,2350,-1648,-2618,3272,1228
36677,8816,1270,-1276,-3935,4628,638
36688,1999,779,-2922,-4624,5978,-358
36698,-1650,728,-24472,-6152,6966,-1136
36706,1273,731,-5122,-12333,2351,-961
36716,2190,3480,-3347,-6748,-2185,-1000
36727,577,-204,-5804,147,-1616,-273
36737,213,444,-4764,-189,-788,-94
36747,362,-10,-4284,100,-304,45
36757,238,34,-4255,211,-242,64
36768,299,96,-4126,247,-253,72
36776,395,-37,-4242,413,-366,122
36786,305,-151,-4362,382,-393,114
36796,352,-18,-4331,206,-343,61
36806,275,-49,-4333,171,-306,51
36817,277,-50,-4382,166,-252,40
36827,265,-32,-4380,168,-197,27
36837,271,-47,-4297,168,-116,17
36847,255,-15,-4327,178,-82,21
36856,241,-42,-4351,193,-56,23
36866,258,-53,-4324,198,-19,21
36876,273,-62,-4293,185,14,17
36886,249,-58,-4319,164,29,16
36897,256,-68,-4313,149,47,12
36907,258,-84,-4330,141,71,10
36917,248,-83,-4294,115,94,7
36927,258,-101,-4300,80,114,-1
36935,255,-87,-4281,28,116,-12
36946,278,-53,-4262,-17,113,-20
36956,287,-58,-4313,-46,105,-27
36966,266,-54,-4290,-58,99,-32
36976,272,-40,-4304,-60,104,-37
36987,293,-62,-4295,-47,113,-34
36997,266,-57,-4304,-43,128,-35
37007,278,-54,-4306,-48,142,-41
37015,275,-44,-4294,-54,147,-44
37026,302,-52,-4305,-63,150,-48
37036,290,-47,-4294,-59,147,-56
37046,283,-41,-4295,-50,149,-59
37056,269,-39,-4300,-33,150,-64
37067,324,-40,-4288,-16,156,-70
37077,304,-33,-4303,-6,164,-73
37087,277,-75,-4318,-7,173,-87
37095,299,-99,-4312,-12,195,-114
37105,305,-82,-4343,-14,218,-152
37116,334,-108,-4346,7,261,-195
37126,326,-72,-4336,42,325,-239
37136,329,-26,-4423,95,436,-279
37146,349,-43,-4474,182,587,-279
37157,336,61,-4756,260,825,-239
37167,365,-9,-4556,258,1230,-155
37175,403,-21,-4702,294,1540,-113
37185,483,-45,-4781,324,1864,-90
37196,288,88,-5063,327,2171,-58
37206,577,-98,-4814,406,2643,-13
37216,620,-104,-4914,368,2955,-25
37226,669,-113,-5018,336,3345,-46
37237,737,-100,-5135,327,3732,-66
37245,873,-171,-5309,284,4195,-80
37255,888,-94,-5703,311,4704,-96
37265,1111,-583,-5848,350,5286,-162
37275,1174,-554,-5891,399,6054,-353
37286,1153,-441,-6500,396,7001,-547
