x,y0,y1,y2,y3,y4,y5
89180,319,-67,-4307,236,-308,18
89188,296,-53,-4289,225,-281,17
89198,286,-44,-4301,227,-263,28
89209,306,-71,-4285,226,-254,34
89219,295,-84,-4306,205,-245,36
89229,291,-85,-4300,168,-226,30
89239,301,-80,-4304,134,-197,23
89250,287,-71,-4296,109,-176,15
89260,286,-66,-4339,114,-163,13
89268,259,-83,-4290,116,-137,12
89278,265,-76,-4340,109,-111,11
89288,257,-98,-4304,101,-88,11
89299,272,-103,-4318,97,-73,13
89309,253,-95,-4324,92,-58,11
89319,292,-83,-4282,79,-46,9
89329,251,-76,-4289,67,-34,10
89340,273,-83,-4282,57,-28,8
89348,271,-72,-4305,54,-21,4
89358,290,-71,-4318,56,-14,7
89368,264,-77,-4293,68,-12,7
89379,260,-84,-4312,72,-7,8
89389,250,-92,-4285,73,1,5
89399,256,-98,-4286,64,7,5
89409,261,-91,-4263,53,4,4
89417,248,-89,-4302,47,-1,2
89428,264,-87,-4248,43,-5,3
89438,245,-105,-4289,42,-4,2
89448,249,-88,-4300,44,1,1
89458,246,-83,-4291,40,0,3
89469,251,-91,-4282,47,3,1
89479,252,-106,-4280,47,2,3
89487,260,-107,-4287,43,2,1
89497,260,-76,-4262,46,2,2
89508,267,-79,-4277,46,2,1
89518,228,-86,-4255,51,7,1
89528,239,-81,-4296,46,6,2
89538,247,-87,-4268,45,0,-1
89549,250,-74,-4306,47,-2,0
89559,264,-89,-4270,45,-4,1
89567,240,-94,-4311,46,-4,0
89577,241,-85,-4285,50,-2,3
89587,246,-99,-4288,56,0,1
89598,262,-93,-4263,62,4,2
89608,248,-91,-4306,62,9,1
89618,253,-113,-4285,56,6,0
89628,244,-75,-4302,57,7,-2
89639,237,-82,-4297,56,8,0
89647,245,-105,-4289,61,9,1
89657,224,-99,-4321,66,13,-3
89667,268,-75,-4309,63,15,1
89678,250,-85,-4271,69,9,1
89688,242,-98,-4298,70,15,0
89698,259,-100,-4303,64,20,-2
89708,238,-84,-4293,65,24,-3
89719,248,-120,-4309,66,32,-1
89727,252,-90,-4329,66,35,-2
89737,287,-99,-4292,64,46,-3
89747,259,-101,-4309,61,57,-4
89757,231,-132,-4301,54,64,-4
89768,237,-102,-4311,48,75,-12
89778,216,-100,-4323,51,85,-13
89788,262,-100,-4287,44,97,-17
89798,262,-103,-4264,31,87,-17
89807,258,-102,-4288,14,81,-22
89817,270,-102,-4271,6,82,-23
89827,280,-129,-4303,1,95,-27
89837,251,-109,-4346,-2,116,-33
89848,245,-94,-4333,-3,152,-39
89858,292,-94,-4321,-5,188,-58
89868,256,-102,-4329,2,213,-70
89878,264,-118,-4278,7,235,-83
89886,249,-149,-4315,-4,254,-104
89897,288,-189,-4281,4,270,-135
89907,256,-185,-4269,18,277,-183
89917,130,-508,-4341,44,274,-273
89927,94,-576,-4304,144,298,-560
89938,25,-692,-4397,299,326,-996
89946,-171,-938,-4314,456,375,-1576
89956,-337,-1105,-4359,569,405,-2372
89966,-331,-942,-4337,669,410,-3345
89977,-319,-782,-4378,719,406,-4244
89987,-378,-899,-4407,800,413,-4989
89997,-406,-596,-4410,930,470,-5687
90007,-313,-664,-4499,964,472,-6240
90018,-144,-339,-4594,979,543,-6554
90026,-159,-255,-4455,961,660,-6624
90036,-36,-162,-4540,1010,704,-6617
90046,-42,-40,-4427,1128,720,-6666
90056,55,12,-4511,1328,681,-6744
90067,179,132,-4524,1587,589,-6781
90077,248,-138,-4537,1831,491,-6789
90087,226,-14,-4507,2147,348,-6722
90097,112,-385,-4455,2292,296,-6664
90106,196,96,-4432,2465,238,-6471
90116,85,867,-4407,2361,241,-6380
90126,-87,799,-4220,1895,310,-6498
90136,-237,913,-4204,1626,270,-6853
90147,-352,1117,-4176,1460,136,-7378
90157,-489,1253,-4131,1386,-69,-7882
90167,-506,1308,-4225,1309,-329,-8236
90177,-589,1467,-4590,1027,-658,-8344
90188,-450,1164,-4451,459,-1038,-8103
90196,-166,633,-4125,41,-1271,-7618
90206,-60,398,-4032,-12,-1308,-7094
90216,31,603,-4115,96,-1288,-6638
90226,169,756,-4116,119,-1308,-6254
90237,328,801,-4012,79,-1342,-5922
90247,432,753,-3942,77,-1328,-5670
90257,488,673,-3911,137,-1260,-5502
90265,577,742,-3910,245,-1191,-5404
90276,622,852,-4055,291,-1105,-5330
90286,641,778,-4142,242,-1052,-5307
90296,755,785,-4141,263,-1134,-5364
90306,952,714,-4107,244,-1239,-5465
90317,1100,491,-3950,168,-1233,-5558
90327,1156,257,-3823,181,-1139,-5583
90337,1270,122,-3812,296,-989,-5524
90345,5031,2076,-8115,281,-690,-5372
90355,2845,-432,-4056,-1247,573,-5228
90366,3738,-497,-4082,-1427,1025,-5214
90376,2116,-1815,-5254,-1110,874,-5185
90386,3309,-3072,-3412,-576,-297,-4018
90396,1623,-2714,-4397,-240,-274,-1879
90407,470,-94,-4044,-363,-269,-15
90417,333,81,-4085,-330,-439,-115
90425,402,13,-4269,-91,-622,-120
90435,385,109,-4401,68,-700,-73
90446,371,19,-4421,149,-625,-49
90456,332,20,-4394,190,-520,-22
90466,336,23,-4315,210,-450,-5
90476,306,2,-4220,229,-427,11
90487,328,-19,-4321,267,-452,25
90495,328,-25,-4346,279,-458,30
90505,296,-33,-4300,257,-427,32
90515,306,-57,-4339,227,-388,28
90525,298,-57,-4317,185,-356,25
90536,285,-60,-4287,162,-324,18
90546,280,-40,-4341,143,-298,16
90556,283,-57,-4363,102,-241,15
90564,252,-59,-4347,67,-181,9
90575,276,-44,-4341,27,-133,3
90585,252,-49,-4303,2,-96,0
90595,281,-54,-4312,-6,-66,0
90605,264,-50,-4307,-9,-52,-5
90616,269,-43,-4311,-3,-43,-1
90626,258,-45,-4298,4,-40,2
90636,251,-46,-4315,19,-35,4
90644,259,-40,-4289,25,-30,2
90654,229,-48,-4277,40,-29,2
90665,246,-43,-4301,53,-33,4
90675,256,-37,-4255,71,-33,5
90685,258,-48,-4309,80,-35,3
90695,255,-51,-4313,69,-30,2
90706,243,-49,-4301,53,-26,-3
90716,247,-59,-4305,44,-18,-2
90726,246,-39,-4302,41,-6,-4
90734,259,-33,-4294,46,2,-3
90745,255,-53,-4311,57,8,0
90755,228,-51,-4282,71,15,1
90765,254,-35,-4282,88,19,2
90775,248,-38,-4287,100,17,1
90786,264,-43,-4310,108,12,1
90796,255,-65,-4305,116,10,-3
90806,238,-66,-4306,125,8,-1
90814,271,-65,-4308,123,10,-3
90824,272,-56,-4312,121,8,-7
90835,239,-53,-4297,115,2,-9
90845,262,-63,-4277,106,-1,-11
90855,245,-76,-4287,100,-8,-9
90865,241,-71,-4295,94,-13,-11
90876,250,-84,-4306,91,-19,-11
90884,234,-50,-4269,86,-17,-15
90894,252,-70,-4302,98,-19,-16
90904,252,-76,-4283,106,-12,-13
90915,246,-78,-4283,116,-12,-17
90925,248,-60,-4298,124,-12,-16
90935,241,-73,-4295,131,-17,-15
90945,261,-80,-4288,135,-19,-14
90956,253,-85,-4295,137,-24,-15
90964,265,-70,-4306,140,-27,-17
90974,239,-76,-4300,146,-28,-19
90984,238,-97,-4299,152,-30,-19
90994,250,-95,-4312,141,-16,-19
91005,258,-86,-4291,128,-3,-19
91015,237,-109,-4291,116,4,-20
91025,230,-97,-4302,109,5,-25
91035,231,-107,-4321,110,13,-29
91044,226,-134,-4295,107,21,-35
91054,233,-109,-4302,109,25,-54
91064,251,-111,-4305,106,29,-62
91074,260,-77,-4311,103,33,-72
91085,231,-116,-4299,98,28,-74
91095,245,-114,-4317,94,25,-72
91105,237,-132,-4318,86,23,-81
91115,243,-146,-4298,81,21,-93
91123,266,-124,-4325,79,22,-109
91134,252,-123,-4291,79,24,-120
91144,246,-157,-4295,93,37,-123
91154,255,-181,-4331,106,58,-149
91164,244,-150,-4351,128,91,-192
91175,232,-175,-4360,159,142,-249
91185,224,-228,-4406,211,225,-322
91193,259,-368,-4463,316,343,-417
91203,269,-222,-4459,440,496,-499
91214,258,-375,-4487,502,646,-566
91224,276,-467,-4468,535,801,-704
91234,349,-525,-4564,523,989,-916
91244,304,-915,-4365,522,1226,-1183
91255,336,-1074,-4399,567,1304,-1665
91265,311,-1084,-4399,626,1372,-2244
91273,359,-1364,-4438,688,1419,-2853
91283,363,-1124,-4425,838,1488,-3495
91293,337,-1167,-4401,843,1486,-4043
91304,307,-977,-4483,923,1501,-4574
91314,418,-1053,-4479,1011,1554,-5030
91324,322,-757,-4496,1109,1541,-5473
91334,319,-1027,-4333,1186,1579,-5749
91343,402,-715,-4361,1298,1602,-6047
91353,832,-641,-4437,1365,1621,-6252
91363,601,-384,-4484,1392,1622,-6376
91373,489,-185,-4490,1330,1646,-6429
91384,512,-293,-4506,1328,1711,-6439
91394,495,-213,-4452,1406,1776,-6459
91404,530,-320,-4418,1470,1838,-6406
91412,530,-429,-4405,1553,1888,-6291
91422,691,-385,-4394,1676,1906,-6165
91433,761,-273,-4417,1823,1873,-6040
91443,702,-310,-4429,1955,1838,-5942
91453,627,-248,-4370,2090,1792,-5859
91463,687,-187,-4363,2204,1753,-5789
91474,801,-248,-4265,2324,1697,-5747
91484,813,-121,-4332,2365,1668,-5718
91494,680,-195,-4318,2354,1627,-5690
91502,637,-81,-4097,2412,1550,-5707
91513,598,-25,-4116,2478,1428,-5778
91523,280,61,-3977,2572,1245,-5882
91533,277,197,-3828,2683,956,-6055
91543,155,453,-3892,2721,648,-6258
91554,138,733,-3714,2647,302,-6466
91564,-80,1133,-3924,2446,-39,-6720
91572,-285,1472,-4123,1930,-455,-6839
91582,-286,955,-3984,1121,-902,-6663
91592,-248,461,-3705,707,-1274,-6308
91603,-180,382,-3723,737,-1564,-5944
91613,-139,577,-3918,819,-1790,-5597
91623,-58,676,-4017,769,-2024,-5269
91633,106,674,-4016,662,-2281,-5022
91644,272,640,-3881,592,-2481,-4874
91654,409,602,-3924,608,-2594,-4807
91662,482,648,-3999,655,-2650,-4775
91672,619,679,-4025,670,-2684,-4746
91683,777,696,-4052,650,-2681,-4722
91693,890,663,-4051,630,-2614,-4717
91703,962,686,-4095,669,-2506,-4749
91713,988,801,-4300,744,-2403,-4796
91721,1046,844,-4433,757,-2367,-4832
91732,1167,763,-4426,719,-2350,-4829
91742,1298,539,-4418,710,-2280,-4788
91752,1412,386,-4397,755,-2166,-4742
91762,1493,327,-4420,850,-2031,-4691
91773,1578,363,-4402,918,-1898,-4614
91783,1562,246,-4353,980,-1745,-4498
91793,1523,224,-4305,1117,-1617,-4352
91803,1575,305,-4302,1171,-1434,-4159
91812,1643,49,-4252,1291,-1265,-3914
91822,1787,373,-4407,1440,-1125,-3615
91832,2601,1030,-5337,1421,-1067,-3286
91842,3951,1250,-5448,560,-857,-2897
91853,3881,-145,-4291,100,-163,-2189
91863,3137,153,-4141,319,-56,-1641
91873,882,1014,-4168,214,24,-964
91883,440,3,-4098,-67,-14,-186
91891,442,-54,-4196,-49,-128,-11
91902,469,-73,-4186,-84,-225,-25
91912,514,-66,-4186,-151,-276,-42
91922,477,-87,-4253,-190,-335,-73
91932,432,-19,-4298,-186,-373,-98
91943,452,65,-4310,-149,-376,-98
91953,429,22,-4347,-61,-332,-68
91963,398,18,-4282,22,-282,-34
91971,451,22,-4235,73,-269,-17
91982,415,16,-4229,123,-286,-1
91992,380,-9,-4278,160,-311,17
92002,429,-31,-4254,165,-344,22
92012,435,-31,-4331,157,-364,19
92023,401,-43,-4293,146,-343,16
92033,382,-55,-4311,133,-314,12
92043,380,-32,-4331,107,-276,8
92051,368,-21,-4321,88,-240,5
92061,357,-20,-4345,90,-210,4
92072,367,-34,-4306,102,-171,8
92082,339,-52,-4325,108,-121,14
92092,358,-45,-4333,79,-69,12
92102,372,-40,-4314,43,-36,5
92113,362,-46,-4299,5,-26,-1
92123,366,-29,-4289,-13,-25,-8
92131,346,-32,-4275,-18,-36,-4
92141,357,-32,-4281,-18,-51,-2
92152,345,-4,-4262,-7,-65,2
92162,337,-41,-4287,11,-66,8
92172,355,-8,-4254,25,-64,6
92182,348,-40,-4262,29,-62,6
92193,352,-29,-4293,25,-59,2
92201,350,-22,-4292,25,-59,0
92211,343,-20,-4301,20,-58,2
92221,344,-41,-4287,12,-60,1
92231,339,-34,-4301,1,-57,-5
92242,359,-28,-4296,-3,-46,-6
92252,342,-11,-4312,-9,-32,-6
92262,332,-13,-4326,-6,-20,-8
92270,325,-20,-4296,9,-8,-9
92281,333,-26,-4320,38,5,-5
92291,353,-17,-4306,57,21,0
92301,342,-26,-4313,63,34,1
92311,343,-50,-4284,55,36,-2
92322,346,-45,-4287,46,32,-6
92332,348,-12,-4282,30,30,-9
92342,339,-34,-4300,26,25,-13
92350,348,-30,-4290,30,28,-11
92360,327,-14,-4278,34,30,-9
92371,331,-29,-4264,42,29,-10
92381,346,-24,-4304,49,30,-7
92391,327,-27,-4295,56,28,-6
92401,338,-21,-4282,60,27,-7
92412,320,-28,-4300,57,22,-6
92422,347,-38,-4294,53,19,-8
92430,341,-19,-4309,48,17,-10
92440,348,-47,-4308,42,18,-14
92451,328,-22,-4306,35,17,-12
92461,340,-17,-4312,32,23,-16
92471,340,-18,-4323,27,30,-17
92481,357,-42,-4310,26,47,-19
92492,321,-5,-4302,37,66,-20
92502,365,-6,-4283,44,87,-23
92510,344,-29,-4330,55,100,-23
92520,365,-7,-4283,74,99,-22
92530,373,-34,-4292,87,100,-24
92541,346,-21,-4322,100,108,-23
92551,373,-20,-4335,103,132,-30
92561,355,-76,-4379,102,175,-40
92571,356,-169,-4463,94,254,-75
92580,384,-490,-4511,108,369,-206
92590,399,-274,-4534,200,549,-451
92600,460,-59,-4970,377,807,-572
92610,471,-154,-5030,477,1429,-504
92621,464,-91,-5023,480,2047,-450
92631,595,-266,-5021,537,2469,-464
92641,765,-311,-5113,653,3014,-528
92651,738,-508,-5386,712,3484,-635
92659,847,-570,-5550,757,3940,-845
92670,902,-799,-5525,774,4421,-1078
92680,951,-1084,-5506,838,5062,-1409
92690,944,-1271,-5573,894,5773,-1794
92700,737,-1006,-5730,844,6314,-2191
92711,915,-767,-5763,876,6684,-2482
92721,1262,-899,-5082,856,6921,-2647
92731,1444,-1082,-4920,1433,7146,-2753
92739,1757,-335,-5174,2347,7172,-2760
92750,1477,-227,-5133,2484,7141,-2640
92760,940,158,-5166,2702,6975,-2567
92770,1500,603,-5622,2477,6681,-2421
92780,783,127,-5276,1964,6352,-2253
92791,-1097,486,-4200,1708,5768,-2323
92801,-2184,614,-4004,1185,4636,-2575
92811,-2555,519,-3946,709,3697,-2990
92819,-3097,476,-3715,472,2782,-3526
92829,-3559,544,-3416,373,1817,-4026
92840,-3708,268,-4053,291,903,-4251
92850,-4171,435,-4279,365,-581,-4031
92860,-3648,740,-4014,177,-2030,-3388
92870,-3050,288,-3445,-411,-2892,-2439
92881,-2608,-499,-3255,-613,-3327,-1459
92889,-2295,-181,-3595,-128,-3673,-661
92899,-1976,309,-4158,237,-4121,-49
92909,-1507,543,-4442,169,-4606,392
92920,-959,436,-4543,-6,-5033,641
92930,-323,370,-4691,-23,-5363,677
92940,245,389,-4900,91,-5600,535
92950,628,399,-5093,184,-5762,312
92961,972,340,-5224,235,-5881,91
92971,1326,267,-5352,308,-5968,-116
92979,1680,159,-5360,444,-5993,-337
92989,1976,118,-5437,631,-5939,-580
92999,2164,72,-5465,815,-5829,-823
93010,2363,33,-5372,980,-5667,-1051
93020,2463,-56,-5303,1141,-5438,-1242
93030,2470,-177,-5155,1299,-5134,-1372
93040,2460,-217,-4996,1486,-4771,-1428
93051,2495,-203,-4868,1648,-4351,-1384
93059,2519,-233,-4668,1732,-3840,-1253
93069,2485,-322,-4567,1789,-3341,-1055
93079,2433,-386,-4488,1862,-2849,-824
93090,2438,-387,-4382,1970,-2453,-569
93100,2598,-331,-4345,2089,-2147,-323
93110,2830,-221,-4345,2166,-1923,-91
93120,3158,-39,-4305,2184,-1798,115
93128,6143,1949,-7700,2078,-1719,286
93139,3675,2202,-2964,-52,-648,447
93149,6040,591,-3833,-1793,-379,516
93159,6333,594,-3047,-1822,-113,322
93169,7316,1693,-2640,-1330,281,55
93180,8106,1713,-2029,-1563,1029,-87
93190,8580,646,-1821,-2142,2084,-103
93200,9807,-413,-1937,-2648,3513,-129
93208,7442,-143,-553,-4122,1256,-493
93219,662,855,-4838,-985,-1320,-261
93229,172,34,-4625,169,-857,-103
93239,342,162,-4574,171,-610,-60
93249,354,107,-4316,224,-417,9
93260,420,-96,-4330,309,-358,47
93270,353,12,-4250,217,-319,32
93280,412,-12,-4303,258,-332,33
93288,429,-38,-4306,288,-325,38
93298,361,-58,-4295,250,-294,34
93309,384,-54,-4292,183,-297,24
93319,355,-24,-4285,152,-292,21
93329,351,-44,-4299,136,-268,19
93339,331,-33,-4289,120,-254,18
93350,337,-21,-4297,130,-240,19
93358,306,-61,-4342,164,-220,23
93368,310,-45,-4312,181,-192,27
93378,318,-57,-4316,169,-164,26
93389,322,-63,-4331,137,-133,21
93399,313,-70,-4316,96,-101,14
93409,305,-74,-4295,61,-78,11
93419,280,-68,-4293,36,-60,3
93427,303,-86,-4308,7,-41,1
93438,322,-70,-4282,-8,-26,0
93448,294,-58,-4282,-14,-20,-3
93458,310,-60,-4318,-2,-11,0
93468,315,-40,-4291,10,5,0
93479,305,-52,-4329,30,18,-1
93489,282,-53,-4273,46,24,5
93499,315,-37,-4288,59,26,5
93509,305,-46,-4287,68,27,4
93518,296,-69,-4299,72,30,5
93528,287,-54,-4267,56,34,1
93538,317,-56,-4283,41,35,-4
93548,286,-44,-4273,30,34,-7
93559,300,-72,-4283,31,33,-6
93569,324,-75,-4298,39,37,-4
93579,347,-80,-4284,55,42,0
93589,311,-103,-4286,66,55,-5
93597,295,-25,-4330,69,68,-10
93608,315,-75,-4293,69,79,-6
93618,310,-58,-4312,65,90,-8
93628,314,-65,-4313,57,105,-15
93638,303,-69,-4308,43,121,-15
93649,313,-60,-4279,34,132,-21
93659,309,-89,-4287,32,144,-24
93669,312,-61,-4313,40,150,-25
93677,326,-49,-4304,45,156,-26
93688,337,-54,-4297,63,168,-26
93698,324,-67,-4307,79,181,-29
93708,302,-98,-4324,99,198,-32
93718,329,-139,-4364,127,242,-60
93729,352,-121,-4382,156,299,-114
93739,333,-123,-4491,235,416,-169
93747,357,-147,-4500,383,606,-216
93757,380,-73,-4606,488,839,-238
93767,407,-8,-4853,505,1163,-211
93778,443,-98,-4624,504,1652,-143
93788,471,-80,-4705,536,1939,-135
93798,507,-122,-4785,545,2216,-102
93808,638,-203,-4780,616,2599,-77
93819,642,-153,-4916,579,2946,-73
93827,746,-265,-5052,522,3313,-80
93837,812,-243,-5064,502,3735,-126
93847,886,-71,-5314,538,4159,-175
93858,904,-59,-5328,441,4546,-160
93868,1023,-250,-5646,359,4969,-124
93878,1072,-613,-5763,311,5638,-132
93888,1234,-673,-5739,278,6476,-301
93899,1259,-579,-6010,138,7270,-517
93907,1390,-322,-6655,-32,8050,-624
93917,1534,-295,-6834,-142,8742,-617
93927,2281,-103,-6972,19,9450,-573
93937,1981,-993,-7501,684,10135,-478
93948,2478,-694,-7115,1557,10407,-526
93958,2292,286,-8551,2029,10625,-573
93968,3440,-373,-8623,1352,10392,-629
93976,2113,-779,-7653,760,10401,-746
93987,1065,-1104,-6859,549,10294,-937
93997,0,-1469,-6145,628,10242,-1199
94007,-4294,-1193,-4656,1054,10321,-1557
94017,-7602,-760,-2266,1294,9254,-2164
94028,-5729,-718,-5824,752,6248,-2845
94038,-6662,384,-7393,263,1918,-2884
94048,-6060,1289,-5769,-1200,-1851,-2388
94056,-4069,464,-4604,-3652,-4002,-1631
94066,-3329,-1312,-3148,-5101,-4612,-1072
94077,-2947,-2263,-2620,-4725,-4951,-854
94087,-2505,-2007,-2820,-3249,-5516,-898
94097,-2062,-869,-3273,-1966,-6112,-977
94107,-1576,-367,-3542,-1621,-6573,-950
94118,-1220,-600,-3485,-1728,-6893,-825
94126,-874,-1049,-3436,-1582,-7155,-707
94136,-465,-1229,-3593,-991,-7391,-642
94146,-145,-1020,-3965,-247,-7619,-571
94157,123,-812,-4422,308,-7810,-395
94167,584,-755,-4806,624,-7939,-114
94177,1115,-888,-5090,880,-8007,226
94187,1508,-1006,-5448,1196,-7994,618
94195,1761,-1081,-5755,1486,-7951,1054
94206,1991,-1131,-6024,1712,-7893,1460
94216,2104,-1243,-6182,1875,-7812,1770
94226,2268,-1321,-6402,2064,-7704,1960
94236,2578,-927,-7560,2362,-7686,2011
94247,2135,-510,-6536,2441,-8071,1875
94257,3360,-887,-6299,2283,-7877,1826
94267,3483,-983,-6222,2581,-7093,1700
94277,3771,-462,-6525,3201,-6556,1373
94288,4296,200,-6672,3473,-6131,920
94296,4897,323,-6237,3181,-5570,443
94306,5748,184,-5793,2840,-4932,-71
94316,5695,3604,-526,473,-2900,-474
94327,7914,-537,-3732,-1425,-1930,-694
94337,7875,-1142,-3735,-583,-1417,-868
94347,7834,356,-3510,1321,-1015,-912
94357,7903,1099,-3003,1704,-598,-735
94365,8545,1292,-3254,1277,-157,-291
94376,9091,1998,-2865,763,201,210
94386,9431,2606,-1976,-336,663,645
94396,9197,2612,-743,-2125,1663,974
94406,11094,2412,-2043,-3640,3110,1109
94417,12867,1681,-6279,-6581,4430,518
94427,-263,1706,-6956,-5211,-1643,-848
94437,279,-270,-5530,358,-1556,-177
94445,257,207,-4627,139,-866,-59
94456,367,147,-4253,79,-410,16
94466,354,-156,-4346,293,-369,67
94476,289,52,-4202,189,-340,49
94486,460,-27,-4345,272,-365,62
94497,348,-69,-4331,253,-348,65
94507,319,-29,-4359,181,-316,56
94515,314,-41,-4355,181,-283,53
94525,308,-39,-4325,166,-237,44
94535,308,-36,-4374,148,-194,40
94546,315,-34,-4344,141,-128,32
94556,295,-41,-4292,124,-72,27
94566,301,-55,-4308,104,-46,22
94576,283,-49,-4334,69,-39,13
94587,298,-48,-4311,49,-13,4
94595,297,-44,-4312,61,18,-1
94605,284,-47,-4307,76,36,2
94615,283,-46,-4326,90,52,3
94626,264,-73,-4354,90,83,5
94636,290,-63,-4340,62,112,-1
94646,277,-65,-4309,5,144,-10
94656,296,-30,-4324,-44,157,-21
94667,309,-41,-4283,-78,154,-28
94675,282,-40,-4285,-82,148,-32
94685,303,-38,-4300,-64,143,-31
94695,292,-39,-4322,-35,152,-27
94705,306,-35,-4303,-6,173,-23
94716,290,-30,-4303,3,192,-27
94726,301,-37,-4290,2,207,-27
94736,292,-28,-4344,-11,219,-36
94746,313,-52,-4335,-29,228,-40
94755,326,-61,-4250,-38,248,-56
94765,345,-62,-4301,-32,254,-73
94775,330,-69,-4318,-26,265,-93
94785,341,-49,-4308,-11,291,-111
94796,373,-93,-4423,15,341,-136
94806,392,-23,-4414,74,457,-184
94816,367,-56,-4445,155,576,-198
94826,379,10,-4643,214,763,-179
94834,390,-47,-4543,176,1075,-143
94845,433,-52,-4672,179,1323,-141
94855,470,-46,-4666,186,1584,-148
94865,310,132,-4795,171,1816,-133
94875,546,-18,-4780,211,2185,-80
94886,639,-94,-4766,198,2499,-86
94896,639,-15,-4809,158,2785,-106
94906,778,-127,-5040,99,3075,-98
94914,846,-189,-5034,-27,3455,-125
94925,922,-188,-5036,-53,3917,-200
94935,1148,-325,-5467,36,4375,-287
94945,998,-188,-5609,246,4870,-360
94955,1159,-189,-5802,409,5516,-389
94966,1241,-317,-6244,395,6343,-417
94974,1386,-518,-6543,250,7383,-475
94984,1491,-458,-7335,-11,8559,-608
94994,1451,-364,-8132,-341,9836,-738
95004,1858,-501,-7150,-464,11036,-820
95015,1677,-33,-6523,-497,11793,-901
95025,2503,-893,-7175,-476,12280,-956
95035,2416,811,-7848,-113,12066,-1034
95045,2774,123,-7700,-1339,11572,-1082
95056,2278,-1334,-5953,-2322,11083,-1141
95064,1930,-1342,-5223,-2413,10880,-1376
95074,1641,-2082,-5924,-2120,10576,-1575
95084,452,-2503,-6450,-1195,10319,-1813
95095,-4815,-2500,-4214,95,9564,-2249
95105,-9983,-1273,-1879,895,6988,-3215
95115,-6448,-1472,-4264,1116,3148,-4033
95125,-2798,-935,-7327,1179,-529,-3930
95136,-3923,814,-4887,601,-3983,-3132
95144,-1184,454,-3926,-1065,-5298,-1749
95154,-256,-911,-3189,-2398,-4658,-354
95164,-1046,-1742,-2625,-2224,-3724,550
95174,-1363,-1541,-3379,-898,-3799,811
95185,-986,168,-4170,366,-4690,673
95195,-628,1004,-4310,235,-5534,494
95205,-440,471,-4003,-630,-6075,432
95215,-418,-307,-3751,-923,-6453,355
95224,-443,-344,-3756,-433,-6911,144
95234,-161,-49,-4021,189,-7380,-125
95244,109,90,-4145,516,-7643,-317
95254,408,-110,-4188,643,-7744,-380
95265,630,-349,-4337,811,-7792,-323
95275,775,-433,-4544,1095,-7839,-120
95285,753,-445,-4803,1385,-7874,258
95293,754,-511,-5111,1596,-7925,795
95303,841,-618,-5311,1787,-7991,1383
95314,1041,-675,-5533,2000,-8054,1890
95324,1253,-724,-5778,2213,-8053,2240
95334,1494,-661,-6168,2402,-8019,2428
95344,1756,-663,-6510,2509,-7966,2491
95355,2028,-741,-6815,2566,-7920,2456
95365,2281,-795,-6927,2660,-7864,2372
95373,2598,-756,-6917,2825,-7736,2272
95383,3060,-579,-6880,3061,-7491,2160
95394,3554,-393,-6739,3245,-7046,2007
95404,4001,-269,-6555,3289,-6418,1839
95414,15668,7617,-21107,3184,-5550,1671
95424,3695,1436,-3954,-880,-2441,1584
95435,7966,-845,-4671,-1522,-2217,1395
95443,7979,-453,-4581,575,-2055,947
95453,8470,1528,-4074,2095,-2174,534
95463,9251,2055,-3364,1705,-2049,296
95473,10049,1905,-2341,743,-1514,250
95484,10714,1793,-1680,-192,-479,225
95494,11194,1570,-1538,-1075,899,159
95504,10850,1657,-1394,-1863,2311,48
95514,10575,1652,-1132,-2848,3728,0
95523,11018,1429,-1691,-3999,5396,213
95533,3711,14596,-28897,-4714,7727,618
95543,-1470,780,-2922,182,-1590,-18
95553,394,-230,-5631,949,-1546,-59
95564,351,190,-4479,171,-603,-2
95574,314,-28,-4192,286,-337,55
95584,293,-52,-4222,300,-418,74
95594,335,-16,-4282,317,-463,79
95602,469,-69,-4327,306,-461,81
95613,321,-56,-4339,224,-390,68
95623,345,-58,-4379,167,-336,50
95633,304,-21,-4365,160,-259,37
95643,274,-31,-4338,193,-201,38
95654,303,-34,-4373,239,-146,44
95664,301,-63,-4343,266,-78,46
95674,300,-80,-4301,240,-38,44
95682,282,-73,-4317,177,-18,27
95693,292,-73,-4344,117,9,14
95703,279,-75,-4277,80,35,3
95713,279,-64,-4317,66,50,3
95723,278,-67,-4346,73,73,3
95734,292,-78,-4314,101,114,7
95744,279,-71,-4275,115,152,8
95754,288,-66,-4297,117,176,5
95762,303,-64,-4309,123,186,5
95772,296,-102,-4260,125,186,-6
95783,278,-69,-4314,120,173,-12
95793,325,-98,-4278,128,165,-19
95803,309,-72,-4299,142,172,-24
95813,315,-83,-4338,155,184,-30
95824,295,-132,-4377,174,205,-44
95834,306,-97,-4332,200,248,-63
95842,350,-125,-4374,231,299,-77
95852,348,-124,-4354,245,374,-96
95863,343,-160,-4347,248,444,-129
95873,372,-236,-4400,241,501,-171
95883,402,-153,-4332,258,599,-221
95893,377,-80,-4405,237,657,-233
95904,398,-66,-4508,219,776,-208
95912,411,-153,-4351,191,943,-176
95922,441,-126,-4396,183,1020,-179
95932,450,-150,-4349,168,1092,-185
95942,475,-185,-4376,156,1169,-205
95953,502,-177,-4426,153,1264,-216
95963,577,-178,-4425,191,1396,-216
95973,571,-125,-4482,195,1481,-215
95983,625,-100,-4521,214,1644,-197
95992,662,-132,-4513,226,1811,-175
